1,0,0,0,1,0,0,0,1,0.1992,0,0.7525,0
1,0,0,0,1,0,0,0,1,0.199200000000417,0,0.752500000000466,0
1,0,0,0,1,0,0,0,1,0.199200000003339,0,0.752500000003727,0
1,0,0,0,1,0,0,0,1,0.19920000001127,0,0.752500000012578,0
1,0,0,0,1,0,0,0,1,0.199200000026712,0,0.752500000029814,0
1,0,0,0,1,0,0,0,1,0.19920000005217,0,0.752500000058227,0
1,0,0,0,1,0,0,0,1,0.199200000090146,0,0.752500000100611,0
1,0,0,0,1,0,0,0,1,0.199200000143141,0,0.752500000159759,0
1,0,0,0,1,0,0,0,1,0.199200000213657,0,0.752500000238462,0
1,0,0,0,1,0,0,0,1,0.199200000304196,0,0.752500000339512,0
1,0,0,0,1,0,0,0,1,0.199200000417258,0,0.7525000004657,0
1,0,0,0,1,0,0,0,1,0.199200000555342,0,0.752500000619816,0
1,0,0,0,1,0,0,0,1,0.199200000720949,0,0.752500000804649,0
1,0,0,0,1,0,0,0,1,0.199200000916577,0,0.75250000102299,0
1,0,0,0,1,0,0,0,1,0.199200001144726,0,0.752500001277626,0
1,0,0,0,1,0,0,0,1,0.199200001407892,0,0.752500001571345,0
1,0,0,0,1,0,0,0,1,0.199200001708574,0,0.752500001906936,0
1,0,0,0,1,0,0,0,1,0.199200002049269,0,0.752500002287184,0
1,0,0,0,1,0,0,0,1,0.199200002432473,0,0.752500002714877,0
1,0,0,0,1,0,0,0,1,0.199200002860682,0,0.7525000031928,0
1,0,0,0,1,0,0,0,1,0.199200003336392,0,0.752500003723738,0
1,0,0,0,1,0,0,0,1,0.199200003862097,0,0.752500004310477,0
1,0,0,0,1,0,0,0,1,0.199200004440293,0,0.7525000049558,0
1,0,0,0,1,0,0,0,1,0.199200005073473,0,0.752500005662491,0
1,0,0,0,1,0,0,0,1,0.199200005764131,0,0.752500006433333,0
1,0,0,0,1,0,0,0,1,0.19920000651476,0,0.752500007271108,0
1,0,0,0,1,0,0,0,1,0.199200007327853,0,0.752500008178598,0
1,0,0,0,1,0,0,0,1,0.1992000082059,0,0.752500009158585,0
1,0,0,0,1,0,0,0,1,0.199200009151395,0,0.75250001021385,0
1,0,0,0,1,0,0,0,1,0.199200010166828,0,0.752500011347172,0
1,0,0,0,1,0,0,0,1,0.19920001125469,0,0.752500012561332,0
1,0,0,0,1,0,0,0,1,0.19920001241747,0,0.752500013859108,0
1,0,0,0,1,0,0,0,1,0.199200013657658,0,0.752500015243279,0
