0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00475,-4.16333634234434e-19,0,0,0,0,0,0.1,0.1,0.1,0.1,0
0,0.0095,-8.32667268468867e-19,0,0,0,0,0,0.2,0.2,0.2,0.2,0
0,0.01425,-1.2490009027033e-18,0,0,0,0,0,0.3,0.3,0.3,0.3,0
0,0.019,-1.66533453693773e-18,0,0,0,0,0,0.4,0.4,0.4,0.4,0
0,0.02375,-2.08166817117217e-18,0,0,0,0,0,0.5,0.5,0.5,0.5,0
0,0.0285,-2.4980018054066e-18,0,0,0,0,0,0.6,0.6,0.6,0.6,0
0,0.03325,-2.91433543964104e-18,0,0,0,0,0,0.7,0.7,0.7,0.7,0
0,0.038,-3.33066907387547e-18,0,0,0,0,0,0.8,0.8,0.8,0.8,0
0,0.04275,-3.7470027081099e-18,0,0,0,0,0,0.9,0.9,0.9,0.9,0
0,0.0475,-4.16333634234434e-18,0,0,0,0,0,1,1,1,1,0
0,0.05225,-4.57966997657877e-18,0,0,0,0,0,1.1,1.1,1.1,1.1,0
0,0.057,-4.99600361081321e-18,0,0,0,0,0,1.2,1.2,1.2,1.2,0
0,0.06175,-5.41233724504764e-18,0,0,0,0,0,1.3,1.3,1.3,1.3,0
0,0.0665,-5.82867087928207e-18,0,0,0,0,0,1.4,1.4,1.4,1.4,0
0,0.07125,-6.24500451351651e-18,0,0,0,0,0,1.5,1.5,1.5,1.5,0
0,0.076,-6.66133814775094e-18,0,0,0,0,0,1.6,1.6,1.6,1.6,0
0,0.08075,-7.07767178198538e-18,0,0,0,0,0,1.7,1.7,1.7,1.7,0
0,0.0855,-7.49400541621981e-18,0,0,0,0,0,1.8,1.8,1.8,1.8,0
0,0.09025,-7.91033905045424e-18,0,0,0,0,0,1.9,1.9,1.9,1.9,0
0,0.095,-8.32667268468868e-18,0,0,0,0,0,2,2,2,2,0
0,0.09975,-8.74300631892311e-18,0,0,0,0,0,2.1,2.1,2.1,2.1,0
0,0.1045,-9.15933995315755e-18,0,0,0,0,0,2.2,2.2,2.2,2.2,0
0,0.10925,-9.57567358739198e-18,0,0,0,0,0,2.3,2.3,2.3,2.3,0
0,0.114,-9.99200722162641e-18,0,0,0,0,0,2.4,2.4,2.4,2.4,0
0,0.11875,-1.04083408558608e-17,0,0,0,0,0,2.5,2.5,2.5,2.5,0
0,0.1235,-1.08246744900953e-17,0,0,0,0,0,2.6,2.6,2.6,2.6,0
0,0.12825,-1.12410081243297e-17,0,0,0,0,0,2.7,2.7,2.7,2.7,0
0,0.133,-1.16573417585642e-17,0,0,0,0,0,2.8,2.8,2.8,2.8,0
0,0.13775,-1.20736753927986e-17,0,0,0,0,0,2.9,2.9,2.9,2.9,0
0,0.1425,-1.2490009027033e-17,0,0,0,0,0,3,3,3,3,0
0,0.14725,-1.29063426612675e-17,0,0,0,0,0,3.1,3.1,3.1,3.1,0
0,0.152,-1.33226762955019e-17,0,0,0,0,0,3.2,3.2,3.2,3.2,0
0,0.15675,-1.37390099297363e-17,0,0,0,0,0,3.3,3.3,3.3,3.3,0
0,0.1615,-1.41553435639708e-17,0,0,0,0,0,3.4,3.4,3.4,3.4,0
0,0.16625,-1.45716771982052e-17,0,0,0,0,0,3.5,3.5,3.5,3.5,0
